policy,seed,type,instance,nnodes,nlps,stime,gap,status,walltime,proctime
gcnn:il,2,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,57,237,2.46,0.0,optimal,2.816483211237937,2.815993686000013
gcnn:il,3,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,57,207,2.54,0.0,optimal,2.87126996088773,2.8702868999999964
gcnn:il,4,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,57,202,2.43,0.0,optimal,2.768932667095214,2.7687254090000124
gcnn:mdp,0,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,571,802,4.49,0.0,optimal,5.4304494629614055,5.427230583000039
gcnn:mdp,1,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,291,434,3.27,0.0,optimal,3.905976617243141,3.905837878
gcnn:mdp,2,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,571,708,4.15,0.0,optimal,5.063629579730332,5.060774983999977
gcnn:mdp,3,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,223,348,3.04,0.0,optimal,3.615731529891491,3.6142673049999985
gcnn:mdp,4,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,573,692,4.09,0.0,optimal,5.057165917009115,5.05730012500004
gcnn:tmdp+DFS,0,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,487,689,4.16,0.0,optimal,4.974022695794702,4.973899708999966
gcnn:tmdp+DFS,1,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,291,442,3.31,0.0,optimal,3.940767816733569,3.938626229000022
gcnn:tmdp+DFS,2,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,563,698,4.28,0.0,optimal,5.201263172086328,5.198410028000012
gcnn:tmdp+DFS,3,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,241,349,3.13,0.0,optimal,3.669615651946515,3.669573894999985
gcnn:tmdp+DFS,4,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,567,686,4.12,0.0,optimal,5.055652595125139,5.055719733999979
gcnn:tmdp+ObjLim,0,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,475,700,4.12,0.0,optimal,5.06728662410751,5.067002787000035
gcnn:tmdp+ObjLim,1,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,285,435,3.33,0.0,optimal,3.8532176120206714,3.8513740239999947
gcnn:tmdp+ObjLim,2,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,573,705,4.3,0.0,optimal,5.255100301001221,5.252173914999958
gcnn:tmdp+ObjLim,3,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,239,345,3.08,0.0,optimal,3.640259411651641,3.6400222149999877
gcnn:tmdp+ObjLim,4,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,563,692,3.98,0.0,optimal,4.946217902004719,4.943340701000011
gcnn:iql_retro_off,0,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,93,256,2.68,0.0,optimal,3.06375596486032,3.0634272420000457
gcnn:iql_retro_off,1,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,101,246,2.57,0.0,optimal,2.916918760165572,2.916364795999982
